n_packs, n_bins, n_bins_used, cost, status, solver_running_time, real_running_time, time_limit_for_solver,
7,3,2,250.0,OPTIMAL,0.030894939000000003,0.28,300,
10,10,1,51.0,OPTIMAL,0.069069062,0.37,300,
11,11,1,79.0,OPTIMAL,0.14113103600000002,0.44,300,
12,12,1,54.0,OPTIMAL,0.09105571900000001,0.41,300,
13,13,2,103.0,OPTIMAL,0.25809892900000003,0.57,300,
14,14,1,50.0,OPTIMAL,0.159633516,0.49,300,
15,15,2,106.0,OPTIMAL,0.9018440710000001,1.26,300,
16,16,2,113.0,OPTIMAL,0.44177296400000005,0.83,300,
17,17,2,105.0,OPTIMAL,54.698353902,55.09,300,
18,18,2,118.0,FEASIBLE,300.010723488,300.69,300,
19,19,2,106.0,OPTIMAL,4.787915195,5.23,300,
20,20,3,171.0,OPTIMAL,4.380812130000001,4.83,300,
21,21,2,108.0,OPTIMAL,14.742121738000002,15.23,300,
22,22,3,156.0,FEASIBLE,300.01563917500005,300.55,300,
23,23,2,116.0,FEASIBLE,300.011098458,300.87,300,
24,24,2,158.0,FEASIBLE,300.01504611800004,300.60,300,
25,25,4,217.0,FEASIBLE,300.017597561,300.66,300,
26,26,3,158.0,FEASIBLE,300.020788729,300.66,300,
27,27,3,158.0,FEASIBLE,300.013677227,300.87,300,
28,28,3,158.0,FEASIBLE,300.014104173,300.71,300,
29,29,3,178.0,FEASIBLE,300.015087332,300.76,300,
30,30,3,181.0,FEASIBLE,300.016083632,300.82,300,
31,31,4,215.0,FEASIBLE,300.022486006,300.88,300,
32,32,3,171.0,FEASIBLE,300.016613682,301.51,300,
33,33,3,165.0,FEASIBLE,300.01880424800004,300.94,300,
34,34,3,165.0,FEASIBLE,300.01844461400003,301.01,300,
35,35,4,220.0,FEASIBLE,300.02592202100004,301.08,300,
36,36,5,299.0,FEASIBLE,300.022105995,301.72,300,
37,37,3,163.0,FEASIBLE,300.01956047000004,301.15,300,
38,38,4,252.0,FEASIBLE,300.027102964,301.22,300,
39,39,4,229.0,FEASIBLE,300.021066193,302.08,300,
40,40,5,263.0,FEASIBLE,300.021360807,301.33,300,
41,41,4,225.0,FEASIBLE,300.022010701,301.41,300,
42,42,6,375.0,FEASIBLE,300.035519193,301.51,300,
43,43,5,279.0,FEASIBLE,300.023155582,302.55,300,
44,44,4,283.0,FEASIBLE,300.024870625,302.41,300,
45,45,4,220.0,FEASIBLE,300.02971244500003,301.73,300,
46,46,5,291.0,FEASIBLE,300.026287707,301.76,300,
47,47,6,322.0,FEASIBLE,300.02784581500003,301.90,300,
48,48,5,269.0,FEASIBLE,300.02217052400005,301.94,300,
49,49,5,273.0,FEASIBLE,300.028943464,302.08,300,
50,50,5,290.0,FEASIBLE,300.04894933500003,302.17,300,
51,51,7,391.0,FEASIBLE,300.032785018,302.26,300,
52,52,6,334.0,FEASIBLE,300.031179743,302.35,300,
53,53,5,359.0,FEASIBLE,300.033368074,302.46,300,
54,54,5,260.0,FEASIBLE,300.035463443,302.57,300,
90,90,10,567.0,FEASIBLE,300.138546862,308.86,300,
120,120,14,782.0,FEASIBLE,300.174060454,321.15,300,
150,150,16,885.0,FEASIBLE,300.30590292600004,339.08,300,
180,180,22,1369.0,FEASIBLE,300.481922515,365.05,300,
210,210,35,2600.0,FEASIBLE,300.710444666,403.68,300,
240,240,36,2434.0,FEASIBLE,301.02641684,441.56,300,
270,270,,,NO SOLUTION FOUND,,319.29,300,
300,300,,,NO SOLUTION FOUND,,316.13,300,
330,330,,,NO SOLUTION FOUND,,349.79,300,
360,360,,,NO SOLUTION FOUND,,451.67,300,
550,550,,,NO SOLUTION FOUND,,1030.85,300,
600,600,,,NO SOLUTION FOUND,,1045.67,300,
